Order Reference,Placed On,Customer Name,Status,Currency,Item Name,Qty,Total Amount,GST,Sales Channel,Notes
WB-109031,2026-03-13T11:23:02Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,55188.08,4209.26,Marketplace,Web order - Rubber foot mat
WB-109124,2026-03-13T20:44:53Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,38725.00,2953.60,Mobile app,Web order - Copper water bottle
WB-109397,2026-03-13T09:01:46Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,20678.00,1577.14,Web,Web order - Coir door mat
WB-109475,2026-03-13T13:30:53Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,78901.00,6017.87,Phone order,Web order - Coir door mat
WB-109488,2026-03-13T19:04:18Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,44203.15,3371.43,Mobile app,Web order - Rubber foot mat
WB-109531,2026-03-13T13:33:46Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,81257.00,6197.57,Mobile app,Web order - Trolley bag 24 inch
WB-109709,2026-03-13T13:33:06Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,58871.00,4490.16,Mobile app,Web order - Copper water bottle
WB-109712,2026-03-13T09:04:20Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,89646.00,6837.41,Mobile app,Web order - Copper water bottle
WB-109740,2026-03-13T19:02:28Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,4594.46,350.42,Marketplace,Web order - Rubber foot mat
WB-104165,2026-03-14T17:13:40Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,76629.00,5844.58,Mobile app,Web order - Trolley bag 24 inch
WB-104220,2026-03-14T08:30:30Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,63144.90,4816.14,Phone order,Web order - Mixer jar spare
WB-104239,2026-03-14T17:35:32Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,30986.18,2363.35,Mobile app,Web order - Trolley bag 24 inch
WB-104269,2026-03-14T16:15:46Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,20633.00,1573.70,Phone order,Web order - Coir door mat
WB-104902,2026-03-14T11:32:21Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,76615.84,5843.58,Web,Web order - Coir door mat
WB-104935,2026-03-14T09:13:59Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,74273.38,5664.92,Phone order,Web order - Mixer jar spare
WB-105226,2026-03-14T11:03:13Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,75442.00,5754.05,Marketplace,Web order - Rubber foot mat
WB-105491,2026-03-14T20:56:06Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,26309.00,2006.62,Phone order,Web order - Steel tiffin carrier
WB-105585,2026-03-14T14:07:33Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,71956.00,5488.17,Phone order,Web order - Mixer jar spare
WB-105598,2026-03-14T09:25:31Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,47825.13,3647.68,Marketplace,Web order - Trolley bag 24 inch
WB-105875,2026-03-14T09:53:53Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,85557.41,6525.57,Web,Web order - Steel tiffin carrier
WB-106436,2026-03-14T17:20:28Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,51857.04,3955.20,Web,Web order - Mixer jar spare
WB-106515,2026-03-14T20:19:26Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,13340.58,1017.50,Marketplace,Web order - Copper water bottle
WB-106728,2026-03-14T17:30:51Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,1961.74,149.62,Web,Web order - Coir door mat
WB-106779,2026-03-14T17:15:26Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,3777.18,288.09,Mobile app,Web order - Rubber foot mat
WB-106904,2026-03-14T10:52:26Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,16028.00,1222.47,Phone order,Web order - Coir door mat
WB-107133,2026-03-14T10:26:13Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,22873.00,1744.55,Web,Web order - Steel tiffin carrier
WB-107152,2026-03-14T08:38:06Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,28514.00,2174.80,Marketplace,Web order - Trolley bag 24 inch
WB-107253,2026-03-14T19:26:54Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,58714.03,4478.19,Marketplace,Web order - Copper water bottle
WB-107567,2026-03-14T09:50:00Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,49131.00,3747.28,Mobile app,Web order - Copper water bottle
WB-107658,2026-03-14T15:28:22Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,18029.46,1375.13,Marketplace,Web order - Trolley bag 24 inch
WB-107670,2026-03-14T14:38:06Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,13655.00,1041.48,Mobile app,Web order - Rubber foot mat
WB-107753,2026-03-14T15:40:53Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,47437.00,3618.08,Marketplace,Web order - Rubber foot mat
WB-107941,2026-03-14T16:15:46Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,32099.00,2448.23,Marketplace,Web order - Rubber foot mat
WB-108178,2026-03-14T11:50:00Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,1863.00,142.09,Mobile app,Web order - Copper water bottle
WB-108210,2026-03-14T09:01:46Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,53438.00,4075.78,Marketplace,Web order - Trolley bag 24 inch
WB-108309,2026-03-14T19:36:00Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,6237.00,475.70,Phone order,Web order - Steel tiffin carrier
WB-108548,2026-03-14T18:44:53Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,74527.00,5684.26,Web,Web order - Steel tiffin carrier
WB-109003,2026-03-14T16:04:00Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,85122.00,6492.36,Mobile app,Web order - Copper water bottle
WB-109039,2026-03-14T18:38:48Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,21930.85,1672.69,Web,Web order - Mixer jar spare
WB-109061,2026-03-14T20:22:17Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,25852.12,1971.77,Web,Web order - Mixer jar spare
WB-109075,2026-03-14T12:44:31Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,83270.74,6351.16,Marketplace,Web order - Copper water bottle
WB-109352,2026-03-14T15:14:44Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,56996.52,4347.19,Phone order,Web order - Coir door mat
WB-109424,2026-03-14T09:13:59Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,85411.78,6514.46,Mobile app,Web order - Trolley bag 24 inch
WB-109426,2026-03-14T12:04:00Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,50256.00,3833.08,Phone order,Web order - Coir door mat
WB-109605,2026-03-14T16:04:20Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,84849.00,6471.53,Mobile app,Web order - Rubber foot mat
WB-109746,2026-03-14T19:49:13Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,81454.00,6212.59,Web,Web order - Coir door mat
WB-109977,2026-03-14T18:02:12Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,38048.76,2902.02,Phone order,Web order - Steel tiffin carrier
WB-104168,2026-03-15T09:43:30Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,18335.71,1398.49,Mobile app,Web order - Rubber foot mat
WB-104215,2026-03-15T13:53:53Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,73249.00,5586.79,Phone order,Web order - Coir door mat
WB-104228,2026-03-15T10:39:49Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,64495.48,4919.15,Phone order,Web order - Mixer jar spare
WB-104328,2026-03-15T14:47:06Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,87771.80,6694.46,Marketplace,Web order - Rubber foot mat
WB-104462,2026-03-15T08:46:20Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,18726.00,1428.25,Web,Web order - Mixer jar spare
WB-104475,2026-03-15T17:36:20Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,42585.00,3248.01,Mobile app,Web order - Rubber foot mat
WB-104622,2026-03-15T12:32:00Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,53208.00,4058.24,Phone order,Web order - Steel tiffin carrier
WB-104723,2026-03-15T14:58:33Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,82360.00,6281.69,Web,Web order - Steel tiffin carrier
WB-104741,2026-03-15T15:13:40Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,7599.00,579.58,Mobile app,Web order - Copper water bottle
WB-104993,2026-03-15T17:12:35Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,6756.47,515.32,Web,Web order - Steel tiffin carrier
WB-105502,2026-03-15T14:25:10Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,80741.12,6158.22,Web,Web order - Mixer jar spare
WB-105797,2026-03-15T18:54:17Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,42158.31,3215.46,Web,Web order - Coir door mat
WB-106093,2026-03-15T09:00:00Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,42822.00,3266.08,Marketplace,Web order - Rubber foot mat
WB-106359,2026-03-15T20:30:53Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,19231.00,1466.77,Phone order,Web order - Mixer jar spare
WB-106495,2026-03-15T14:07:33Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,85879.00,6550.09,Marketplace,Web order - Trolley bag 24 inch
WB-106530,2026-03-15T19:20:26Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,57005.00,4347.84,Phone order,Web order - Steel tiffin carrier
WB-107207,2026-03-15T10:55:40Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,64794.00,4941.92,Marketplace,Web order - Copper water bottle
WB-107396,2026-03-15T15:09:00Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,3636.00,277.32,Marketplace,Web order - Copper water bottle
WB-107510,2026-03-15T19:35:33Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,64963.00,4954.81,Phone order,Web order - Steel tiffin carrier
WB-107598,2026-03-15T15:47:44Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,57484.32,4384.40,Marketplace,Web order - Trolley bag 24 inch
WB-107629,2026-03-15T19:23:20Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,74922.00,5714.39,Marketplace,Web order - Rubber foot mat
WB-107655,2026-03-15T11:07:53Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,76948.00,5868.92,Mobile app,Web order - Rubber foot mat
WB-108052,2026-03-15T13:16:53Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,38440.59,2931.91,Mobile app,Web order - Trolley bag 24 inch
WB-108053,2026-03-15T19:20:46Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,16601.00,1266.18,Web,Web order - Steel tiffin carrier
WB-108071,2026-03-15T18:21:53Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,31858.00,2429.85,Marketplace,Web order - Copper water bottle
WB-108098,2026-03-15T14:21:13Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,86809.00,6621.03,Web,Web order - Mixer jar spare
WB-108342,2026-03-15T11:44:33Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,24560.20,1873.24,Mobile app,Web order - Trolley bag 24 inch
WB-108681,2026-03-15T17:16:13Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,26842.00,2047.27,Mobile app,Web order - Copper water bottle
WB-108695,2026-03-15T13:59:39Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,46347.59,3534.99,Phone order,Web order - Mixer jar spare
WB-108825,2026-03-15T13:13:00Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,30024.00,2289.97,Phone order,Web order - Coir door mat
WB-108841,2026-03-15T08:40:53Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,89908.00,6857.39,Phone order,Web order - Steel tiffin carrier
WB-108936,2026-03-15T09:04:20Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,14953.20,1140.50,Mobile app,Web order - Rubber foot mat
WB-108954,2026-03-15T20:55:20Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,48382.82,3690.22,Web,Web order - Coir door mat
WB-109131,2026-03-15T18:04:00Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,21474.00,1637.85,Mobile app,Web order - Trolley bag 24 inch
WB-109480,2026-03-15T10:56:03Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,47579.49,3628.94,Web,Web order - Coir door mat
WB-109514,2026-03-15T09:16:32Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,72971.17,5565.60,Mobile app,Web order - Copper water bottle
WB-109798,2026-03-15T14:38:26Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,67435.99,5143.42,Phone order,Web order - Coir door mat
WB-109825,2026-03-15T11:47:26Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,90798.20,6925.29,Marketplace,Web order - Trolley bag 24 inch
WB-109912,2026-03-15T20:33:26Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,41516.00,3166.47,Web,Web order - Mixer jar spare
WB-104027,2026-03-16T11:10:46Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,45725.00,3487.50,Phone order,Web order - Steel tiffin carrier
WB-104166,2026-03-16T10:46:20Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,77928.00,5943.66,Phone order,Web order - Coir door mat
WB-104265,2026-03-16T15:25:11Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,23574.95,1798.09,Mobile app,Web order - Copper water bottle
WB-104344,2026-03-16T17:00:20Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,10725.00,818.01,Web,Web order - Coir door mat
WB-104522,2026-03-16T11:27:40Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,65118.00,4966.63,Marketplace,Web order - Trolley bag 24 inch
WB-104568,2026-03-16T16:01:06Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,31005.19,2364.80,Web,Web order - Mixer jar spare
WB-104722,2026-03-16T12:21:33Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,34705.00,2646.99,Phone order,Web order - Mixer jar spare
WB-104745,2026-03-16T12:22:17Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,30157.73,2300.17,Marketplace,Web order - Rubber foot mat
WB-104883,2026-03-16T20:12:54Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,76238.83,5814.83,Marketplace,Web order - Rubber foot mat
WB-105156,2026-03-16T19:48:48Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,50838.84,3877.54,Marketplace,Web order - Copper water bottle
WB-105470,2026-03-16T13:20:46Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,59306.00,4523.34,Mobile app,Web order - Trolley bag 24 inch
WB-105563,2026-03-16T08:06:46Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,21092.00,1608.71,Phone order,Web order - Steel tiffin carrier
WB-106118,2026-03-16T08:44:32Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,26619.37,2030.29,Marketplace,Web order - Trolley bag 24 inch
WB-106230,2026-03-16T15:56:26Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,26972.00,2057.19,Mobile app,Web order - Copper water bottle
WB-106471,2026-03-16T08:43:46Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,58685.00,4475.97,Web,Web order - Coir door mat
WB-106567,2026-03-16T08:53:50Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,61642.51,4701.55,Mobile app,Web order - Rubber foot mat
WB-106627,2026-03-16T09:26:35Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,73144.07,5578.78,Phone order,Web order - Coir door mat
WB-106859,2026-03-16T17:05:01Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,90691.25,6917.13,Web,Web order - Coir door mat
WB-106897,2026-03-16T16:21:33Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,54829.00,4181.87,Phone order,Web order - Steel tiffin carrier
WB-107488,2026-03-16T18:30:33Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,32374.00,2469.20,Web,Web order - Steel tiffin carrier
WB-107530,2026-03-16T20:24:06Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,62021.00,4730.42,Web,Web order - Mixer jar spare
WB-107573,2026-03-16T18:44:53Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,35215.00,2685.89,Web,Web order - Coir door mat
WB-107870,2026-03-16T18:58:13Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,90472.00,6900.41,Phone order,Web order - Mixer jar spare
WB-107929,2026-03-16T19:50:18Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,35356.14,2696.65,Marketplace,Web order - Copper water bottle
WB-108014,2026-03-16T09:26:55Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,72871.05,5557.96,Marketplace,Web order - Copper water bottle
WB-108253,2026-03-16T11:03:53Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,74732.19,5699.91,Web,Web order - Steel tiffin carrier
WB-108335,2026-03-16T11:30:13Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,6322.00,482.19,Web,Web order - Steel tiffin carrier
WB-108542,2026-03-16T10:09:20Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,84561.00,6449.57,Phone order,Web order - Mixer jar spare
WB-108568,2026-03-16T13:43:49Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,16073.69,1225.96,Mobile app,Web order - Trolley bag 24 inch
WB-108723,2026-03-16T08:15:46Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,86855.00,6624.53,Marketplace,Web order - Copper water bottle
WB-108830,2026-03-16T15:13:59Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,42051.59,3207.32,Mobile app,Web order - Copper water bottle
WB-108872,2026-03-16T09:30:33Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,35299.00,2692.30,Phone order,Web order - Coir door mat
WB-109086,2026-03-16T16:12:13Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,22918.00,1747.98,Web,Web order - Mixer jar spare
WB-109103,2026-03-16T09:36:40Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,6159.00,469.75,Mobile app,Web order - Trolley bag 24 inch
WB-109260,2026-03-16T08:52:26Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,35450.00,2703.81,Marketplace,Web order - Trolley bag 24 inch
WB-109334,2026-03-16T11:23:40Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,18021.00,1374.48,Marketplace,Web order - Rubber foot mat
WB-109483,2026-03-16T11:44:53Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,42469.00,3239.16,Mobile app,Web order - Rubber foot mat
WB-109701,2026-03-16T18:33:26Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,6884.00,525.05,Mobile app,Web order - Trolley bag 24 inch
WB-109809,2026-03-16T13:26:13Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,11056.00,843.25,Mobile app,Web order - Rubber foot mat
WB-104309,2026-03-17T15:24:07Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,70983.23,5413.98,Web,Web order - Coir door mat
WB-104456,2026-03-17T20:07:33Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,51364.00,3917.59,Phone order,Web order - Mixer jar spare
WB-104489,2026-03-17T08:09:20Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,58119.00,4432.81,Web,Web order - Mixer jar spare
WB-104646,2026-03-17T20:01:26Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,68219.00,5203.14,Mobile app,Web order - Copper water bottle
WB-104757,2026-03-17T09:10:06Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,79616.00,6072.41,Mobile app,Web order - Copper water bottle
WB-104776,2026-03-17T09:49:35Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,15567.46,1187.35,Web,Web order - Mixer jar spare
WB-105187,2026-03-17T17:19:22Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,3278.47,250.05,Phone order,Web order - Mixer jar spare
WB-105198,2026-03-17T13:13:16Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,57667.09,4398.34,Web,Web order - Steel tiffin carrier
WB-105245,2026-03-17T17:16:53Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,83626.00,6378.25,Web,Web order - Mixer jar spare
WB-105416,2026-03-17T18:18:20Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,31686.00,2416.73,Marketplace,Web order - Rubber foot mat
WB-105517,2026-03-17T20:38:26Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,54215.00,4135.04,Phone order,Web order - Mixer jar spare
WB-105860,2026-03-17T13:02:28Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,76455.86,5831.38,Phone order,Web order - Steel tiffin carrier
WB-105884,2026-03-17T17:26:13Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,66397.00,5064.18,Web,Web order - Coir door mat
WB-105983,2026-03-17T19:39:49Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,6697.48,510.82,Marketplace,Web order - Trolley bag 24 inch
WB-106684,2026-03-17T08:40:54Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,78933.42,6020.35,Phone order,Web order - Coir door mat
WB-106867,2026-03-17T13:34:28Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,74159.04,5656.20,Web,Web order - Steel tiffin carrier
WB-106934,2026-03-17T10:34:27Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,5550.23,423.32,Mobile app,Web order - Rubber foot mat
WB-106942,2026-03-17T16:30:53Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,14668.00,1118.75,Phone order,Web order - Coir door mat
WB-106984,2026-03-17T18:04:20Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,34305.00,2616.48,Mobile app,Web order - Trolley bag 24 inch
WB-107003,2026-03-17T19:40:13Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,73021.00,5569.40,Mobile app,Web order - Copper water bottle
WB-107185,2026-03-17T10:18:40Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,76341.00,5822.62,Marketplace,Web order - Copper water bottle
WB-107295,2026-03-17T14:52:06Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,62633.00,4777.09,Marketplace,Web order - Rubber foot mat
WB-107568,2026-03-17T16:24:06Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,30431.00,2321.01,Marketplace,Web order - Rubber foot mat
